1	01/07/2022 00:00	0.5	1.5	42
2	01/07/2022 00:01	0.0	1.0	44
3	01/07/2022 00:02	0.0	0.0	44
4	01/07/2022 00:03	0.0	0.5	44
5	01/07/2022 00:04	0.0	0.0	44
6	01/07/2022 00:05	0.0	0.5	44
7	01/07/2022 00:06	0.5	1.0	44
8	01/07/2022 00:07	0.0	0.0	44
9	01/07/2022 00:08	0.0	0.0	44
10	01/07/2022 00:09	0.0	0.0	44
11	01/07/2022 00:10	0.0	0.0	44
12	01/07/2022 00:11	0.0	0.5	44
13	01/07/2022 00:12	0.0	0.0	44
14	01/07/2022 00:13	0.0	0.0	44
15	01/07/2022 00:14	0.0	0.5	44
16	01/07/2022 00:15	0.0	0.5	44
17	01/07/2022 00:16	0.0	0.0	44
18	01/07/2022 00:17	0.0	0.5	38
19	01/07/2022 00:18	0.5	1.5	38
20	01/07/2022 00:19	0.0	1.0	39
21	01/07/2022 00:20	0.0	0.0	39
22	01/07/2022 00:21	0.0	1.0	39
23	01/07/2022 00:22	0.0	1.0	48
24	01/07/2022 00:23	0.0	0.5	53
25	01/07/2022 00:24	0.0	1.0	44
26	01/07/2022 00:25	0.0	0.0	32
27	01/07/2022 00:26	0.0	0.5	32
28	01/07/2022 00:27	0.0	0.5	32
29	01/07/2022 00:28	0.0	0.0	32
30	01/07/2022 00:29	0.0	1.5	32
31	01/07/2022 00:30	0.5	1.0	32
32	01/07/2022 00:31	0.0	1.0	32
33	01/07/2022 00:32	0.0	1.0	32
34	01/07/2022 00:33	0.0	1.0	32
35	01/07/2022 00:34	0.0	0.5	32
36	01/07/2022 00:35	0.0	0.0	32
37	01/07/2022 00:36	0.0	0.5	32
38	01/07/2022 00:37	0.0	0.0	32
39	01/07/2022 00:38	0.0	0.5	32
40	01/07/2022 00:39	0.0	0.0	32
41	01/07/2022 00:40	0.0	0.0	32
42	01/07/2022 00:41	0.0	0.0	32
43	01/07/2022 00:42	0.0	0.0	32
44	01/07/2022 00:43	0.0	0.0	32
45	01/07/2022 00:44	0.0	0.0	32
46	01/07/2022 00:45	0.0	0.5	32
47	01/07/2022 00:46	0.0	0.5	32
48	01/07/2022 00:47	0.0	0.0	32
49	01/07/2022 00:48	0.0	0.5	32
50	01/07/2022 00:49	0.0	0.5	32
